user_id,event_type,event_date,plan_type
635,upgrade_paid,2024-02-02,paid_basic
636,trial_start,2024-02-26,trial
636,cancel,2024-03-01,trial
640,trial_start,2024-03-01,trial
640,upgrade_paid,2024-03-19,paid_basic
643,trial_start,2024-02-05,trial
643,upgrade_paid,2024-02-10,paid_premium
645,trial_start,2024-03-03,trial
645,cancel,2024-03-13,trial
646,trial_start,2024-02-18,trial
646,cancel,2024-02-26,trial
652,trial_start,2024-01-19,trial
652,cancel,2024-01-27,trial
653,trial_start,2024-01-20,trial
653,upgrade_paid,2024-01-23,paid_premium
658,trial_start,2024-01-14,trial
658,upgrade_paid,2024-01-24,paid_basic
659,trial_start,2024-01-16,trial
659,cancel,2024-01-20,trial
661,trial_start,2024-01-04,trial
661,upgrade_paid,2024-01-07,paid_basic
664,trial_start,2024-01-16,trial
664,cancel,2024-01-20,trial
666,trial_start,2024-02-29,trial
666,cancel,2024-03-11,trial
667,trial_start,2024-03-19,trial
667,cancel,2024-03-31,trial
668,trial_start,2024-01-14,trial
668,cancel,2024-01-25,trial
671,trial_start,2024-03-13,trial
671,cancel,2024-03-20,trial
672,trial_start,2024-03-19,trial
672,upgrade_paid,2024-04-05,paid_premium
673,trial_start,2024-01-28,trial
673,upgrade_paid,2024-02-06,paid_premium
674,trial_start,2024-01-29,trial
674,upgrade_paid,2024-02-16,paid_basic
676,trial_start,2024-02-06,trial
676,upgrade_paid,2024-02-15,paid_basic
677,trial_start,2024-04-01,trial
677,cancel,2024-04-14,trial
679,trial_start,2024-02-29,trial
679,cancel,2024-03-11,trial
680,trial_start,2024-03-02,trial
680,upgrade_paid,2024-03-14,paid_premium
682,trial_start,2024-01-28,trial
682,cancel,2024-02-07,trial
683,trial_start,2024-02-11,trial
683,cancel,2024-02-19,trial
685,trial_start,2024-01-31,trial
685,upgrade_paid,2024-02-05,paid_basic
686,trial_start,2024-03-06,trial
686,upgrade_paid,2024-03-21,paid_basic
687,trial_start,2024-01-21,trial
687,upgrade_paid,2024-02-07,paid_basic
689,trial_start,2024-02-06,trial
689,upgrade_paid,2024-02-10,paid_basic
690,trial_start,2024-03-28,trial
690,upgrade_paid,2024-04-10,paid_basic
695,trial_start,2024-02-08,trial
695,cancel,2024-02-21,trial
696,trial_start,2024-01-07,trial
696,cancel,2024-01-16,trial
701,trial_start,2024-03-09,trial
701,cancel,2024-03-20,trial
702,trial_start,2024-01-10,trial
702,cancel,2024-01-16,trial
703,trial_start,2024-02-27,trial
703,upgrade_paid,2024-03-17,paid_basic
704,trial_start,2024-01-31,trial
704,upgrade_paid,2024-02-07,paid_premium
705,trial_start,2024-01-09,trial
705,upgrade_paid,2024-01-23,paid_basic
706,trial_start,2024-02-02,trial
706,cancel,2024-02-06,trial
707,trial_start,2024-03-08,trial
707,upgrade_paid,2024-03-20,paid_basic
708,trial_start,2024-01-19,trial
708,upgrade_paid,2024-01-29,paid_basic
710,trial_start,2024-01-13,trial
710,cancel,2024-01-24,trial
711,trial_start,2024-03-26,trial
711,cancel,2024-04-02,trial
715,trial_start,2024-03-26,trial
715,cancel,2024-04-07,trial
717,trial_start,2024-01-27,trial
717,upgrade_paid,2024-02-08,paid_basic
718,trial_start,2024-02-19,trial
718,upgrade_paid,2024-02-28,paid_premium
719,trial_start,2024-03-18,trial
719,upgrade_paid,2024-03-25,paid_basic
721,trial_start,2024-01-03,trial
721,upgrade_paid,2024-01-09,paid_premium
723,trial_start,2024-02-26,trial
723,upgrade_paid,2024-03-12,paid_basic
724,trial_start,2024-01-10,trial
724,upgrade_paid,2024-01-17,paid_basic
725,trial_start,2024-03-25,trial
725,cancel,2024-04-02,trial
727,trial_start,2024-01-06,trial
727,upgrade_paid,2024-01-20,paid_premium
730,trial_start,2024-01-25,trial
730,upgrade_paid,2024-02-05,paid_basic
735,trial_start,2024-03-26,trial
735,cancel,2024-03-31,trial
740,trial_start,2024-01-02,trial
740,cancel,2024-01-11,trial
741,trial_start,2024-02-23,trial
741,upgrade_paid,2024-03-11,paid_basic
743,trial_start,2024-03-20,trial
743,cancel,2024-03-27,trial
744,trial_start,2024-01-05,trial
744,upgrade_paid,2024-01-24,paid_basic
745,trial_start,2024-03-05,trial
745,cancel,2024-03-09,trial
746,trial_start,2024-03-09,trial
746,cancel,2024-03-16,trial
747,trial_start,2024-02-03,trial
747,upgrade_paid,2024-02-15,paid_basic
748,trial_start,2024-02-03,trial
748,cancel,2024-02-16,trial
750,trial_start,2024-02-12,trial
750,cancel,2024-02-16,trial
752,trial_start,2024-02-07,trial
752,cancel,2024-02-19,trial
753,trial_start,2024-02-25,trial
753,upgrade_paid,2024-02-28,paid_premium
754,trial_start,2024-01-03,trial
754,cancel,2024-01-06,trial
758,trial_start,2024-02-23,trial
758,cancel,2024-03-03,trial
762,trial_start,2024-02-18,trial
762,cancel,2024-02-24,trial
763,trial_start,2024-01-24,trial
763,cancel,2024-01-31,trial
768,trial_start,2024-03-16,trial
768,cancel,2024-03-23,trial
769,trial_start,2024-02-22,trial
769,cancel,2024-03-02,trial
771,trial_start,2024-03-08,trial
771,cancel,2024-03-15,trial
775,trial_start,2024-02-02,trial
775,cancel,2024-02-13,trial
776,trial_start,2024-03-23,trial
776,upgrade_paid,2024-03-29,paid_basic
779,trial_start,2024-03-06,trial
779,cancel,2024-03-13,trial
780,trial_start,2024-02-23,trial
780,cancel,2024-03-05,trial
783,trial_start,2024-03-19,trial
783,upgrade_paid,2024-04-01,paid_basic
785,trial_start,2024-02-24,trial
785,cancel,2024-03-05,trial
786,trial_start,2024-03-21,trial
786,upgrade_paid,2024-04-03,paid_premium
787,trial_start,2024-01-06,trial
787,cancel,2024-01-16,trial
788,trial_start,2024-02-01,trial
788,upgrade_paid,2024-02-09,paid_basic
792,trial_start,2024-01-17,trial
792,cancel,2024-01-21,trial
793,trial_start,2024-03-17,trial
793,upgrade_paid,2024-03-20,paid_premium
795,trial_start,2024-03-26,trial
795,upgrade_paid,2024-04-03,paid_basic
797,trial_start,2024-03-11,trial
797,cancel,2024-03-22,trial
798,trial_start,2024-02-03,trial
798,upgrade_paid,2024-02-10,paid_basic
800,trial_start,2024-02-22,trial
800,cancel,2024-02-28,trial
801,trial_start,2024-03-07,trial
801,cancel,2024-03-18,trial
802,trial_start,2024-03-18,trial
802,upgrade_paid,2024-04-04,paid_basic
803,trial_start,2024-02-12,trial
803,cancel,2024-02-20,trial
805,trial_start,2024-01-26,trial
805,upgrade_paid,2024-02-06,paid_basic
806,trial_start,2024-02-28,trial
806,cancel,2024-03-09,trial
807,trial_start,2024-03-24,trial
807,upgrade_paid,2024-04-08,paid_basic
809,trial_start,2024-01-18,trial
809,cancel,2024-01-22,trial
810,trial_start,2024-01-11,trial
810,upgrade_paid,2024-01-28,paid_basic
811,trial_start,2024-01-08,trial
811,cancel,2024-01-16,trial
815,trial_start,2024-03-10,trial
815,cancel,2024-03-13,trial
816,trial_start,2024-03-11,trial
816,upgrade_paid,2024-03-20,paid_basic
817,trial_start,2024-01-30,trial
817,upgrade_paid,2024-02-13,paid_premium
819,trial_start,2024-02-20,trial
819,upgrade_paid,2024-03-09,paid_basic
821,trial_start,2024-02-23,trial
821,cancel,2024-03-06,trial
823,trial_start,2024-01-21,trial
823,upgrade_paid,2024-01-24,paid_premium
825,trial_start,2024-03-25,trial
825,upgrade_paid,2024-04-10,paid_basic
826,trial_start,2024-02-14,trial
826,upgrade_paid,2024-02-18,paid_basic
828,trial_start,2024-01-22,trial
828,upgrade_paid,2024-01-30,paid_basic
830,trial_start,2024-03-12,trial
830,upgrade_paid,2024-03-17,paid_premium
834,trial_start,2024-04-03,trial
834,cancel,2024-04-06,trial
835,trial_start,2024-02-15,trial
835,cancel,2024-02-20,trial
836,trial_start,2024-02-05,trial
836,cancel,2024-02-15,trial
839,trial_start,2024-04-02,trial
839,cancel,2024-04-06,trial
841,trial_start,2024-01-30,trial
841,cancel,2024-02-02,trial
842,trial_start,2024-03-17,trial
842,cancel,2024-03-29,trial
843,trial_start,2024-01-28,trial
843,cancel,2024-02-09,trial
844,trial_start,2024-02-16,trial
844,cancel,2024-02-25,trial
845,trial_start,2024-03-29,trial
845,cancel,2024-04-07,trial
846,trial_start,2024-02-27,trial
846,cancel,2024-03-09,trial
847,trial_start,2024-03-04,trial
847,cancel,2024-03-11,trial
848,trial_start,2024-02-17,trial
848,upgrade_paid,2024-03-01,paid_premium
851,trial_start,2024-01-27,trial
851,cancel,2024-02-07,trial
853,trial_start,2024-01-04,trial
853,upgrade_paid,2024-01-08,paid_premium
854,trial_start,2024-01-12,trial
854,cancel,2024-01-15,trial
856,trial_start,2024-03-19,trial
856,cancel,2024-03-28,trial
859,trial_start,2024-03-27,trial
859,cancel,2024-04-02,trial
861,trial_start,2024-03-30,trial
861,cancel,2024-04-11,trial
862,trial_start,2024-01-31,trial
862,cancel,2024-02-11,trial
864,trial_start,2024-03-20,trial
864,upgrade_paid,2024-04-08,paid_basic
865,trial_start,2024-03-28,trial
865,cancel,2024-04-02,trial
866,trial_start,2024-01-02,trial
866,cancel,2024-01-06,trial
869,trial_start,2024-02-29,trial
869,upgrade_paid,2024-03-10,paid_basic
870,trial_start,2024-02-29,trial
870,upgrade_paid,2024-03-15,paid_basic
871,trial_start,2024-01-08,trial
871,upgrade_paid,2024-01-12,paid_premium
874,trial_start,2024-01-22,trial
874,cancel,2024-01-29,trial
876,trial_start,2024-01-19,trial
876,upgrade_paid,2024-01-30,paid_basic
877,trial_start,2024-03-04,trial
877,upgrade_paid,2024-03-07,paid_basic
878,trial_start,2024-04-02,trial
878,upgrade_paid,2024-04-08,paid_premium
879,trial_start,2024-02-01,trial
879,cancel,2024-02-14,trial
880,trial_start,2024-03-15,trial
880,cancel,2024-03-21,trial
883,trial_start,2024-01-18,trial
883,cancel,2024-01-30,trial
884,trial_start,2024-03-26,trial
884,cancel,2024-04-01,trial
885,trial_start,2024-04-01,trial
885,upgrade_paid,2024-04-17,paid_basic
886,trial_start,2024-02-13,trial
886,upgrade_paid,2024-02-22,paid_basic
888,trial_start,2024-01-20,trial
888,upgrade_paid,2024-02-05,paid_basic
890,trial_start,2024-03-28,trial
890,cancel,2024-04-10,trial
894,trial_start,2024-03-11,trial
894,cancel,2024-03-18,trial
895,trial_start,2024-01-20,trial
895,cancel,2024-02-02,trial
896,trial_start,2024-03-26,trial
896,cancel,2024-04-02,trial
897,trial_start,2024-02-05,trial
897,cancel,2024-02-15,trial
901,trial_start,2024-02-15,trial
901,cancel,2024-02-26,trial
903,trial_start,2024-01-10,trial
903,cancel,2024-01-21,trial
904,trial_start,2024-02-25,trial
904,cancel,2024-03-09,trial
908,trial_start,2024-02-27,trial
908,upgrade_paid,2024-03-13,paid_premium
909,trial_start,2024-03-02,trial
909,upgrade_paid,2024-03-06,paid_basic
911,trial_start,2024-02-03,trial
911,upgrade_paid,2024-02-17,paid_premium
912,trial_start,2024-02-23,trial
912,cancel,2024-03-02,trial
914,trial_start,2024-01-24,trial
914,cancel,2024-02-02,trial
915,trial_start,2024-03-10,trial
915,cancel,2024-03-23,trial
916,trial_start,2024-03-12,trial
916,upgrade_paid,2024-03-16,paid_basic
917,trial_start,2024-01-06,trial
917,cancel,2024-01-14,trial
918,trial_start,2024-03-19,trial
918,cancel,2024-03-22,trial
919,trial_start,2024-03-06,trial
919,cancel,2024-03-11,trial
920,trial_start,2024-03-03,trial
920,upgrade_paid,2024-03-09,paid_basic
921,trial_start,2024-01-28,trial
921,cancel,2024-02-05,trial
923,trial_start,2024-01-12,trial
923,cancel,2024-01-17,trial
924,trial_start,2024-01-03,trial
924,upgrade_paid,2024-01-09,paid_basic
925,trial_start,2024-02-03,trial
925,upgrade_paid,2024-02-20,paid_basic
930,trial_start,2024-03-06,trial
930,cancel,2024-03-11,trial
931,trial_start,2024-03-24,trial
931,upgrade_paid,2024-04-03,paid_premium
932,trial_start,2024-03-15,trial
932,cancel,2024-03-21,trial
933,trial_start,2024-01-06,trial
933,cancel,2024-01-16,trial
935,trial_start,2024-01-08,trial
935,upgrade_paid,2024-01-19,paid_basic
938,trial_start,2024-02-29,trial
938,cancel,2024-03-09,trial
939,trial_start,2024-03-10,trial
939,cancel,2024-03-19,trial
940,trial_start,2024-03-22,trial
940,upgrade_paid,2024-04-02,paid_basic
942,trial_start,2024-01-09,trial
942,cancel,2024-01-13,trial
943,trial_start,2024-01-30,trial
943,cancel,2024-02-05,trial
944,trial_start,2024-02-20,trial
944,upgrade_paid,2024-03-01,paid_basic
945,trial_start,2024-02-14,trial
945,cancel,2024-02-22,trial
946,trial_start,2024-02-14,trial
946,cancel,2024-02-18,trial
947,trial_start,2024-01-07,trial
947,cancel,2024-01-10,trial
949,trial_start,2024-01-26,trial
949,upgrade_paid,2024-02-06,paid_basic
954,trial_start,2024-01-12,trial
954,cancel,2024-01-19,trial
955,trial_start,2024-02-19,trial
955,cancel,2024-02-29,trial
957,trial_start,2024-04-01,trial
957,cancel,2024-04-04,trial
958,trial_start,2024-01-18,trial
958,cancel,2024-01-28,trial
959,trial_start,2024-03-08,trial
959,cancel,2024-03-11,trial
960,trial_start,2024-02-10,trial
960,cancel,2024-02-16,trial
961,trial_start,2024-02-09,trial
961,cancel,2024-02-22,trial
962,trial_start,2024-01-12,trial
962,cancel,2024-01-24,trial
964,trial_start,2024-01-05,trial
964,cancel,2024-01-17,trial
965,trial_start,2024-02-03,trial
965,cancel,2024-02-07,trial
967,trial_start,2024-02-19,trial
967,cancel,2024-02-23,trial
968,trial_start,2024-01-12,trial
968,upgrade_paid,2024-01-25,paid_basic
970,trial_start,2024-01-27,trial
970,cancel,2024-01-30,trial
971,trial_start,2024-01-14,trial
971,cancel,2024-01-18,trial
972,trial_start,2024-02-14,trial
972,upgrade_paid,2024-02-27,paid_premium
977,trial_start,2024-03-28,trial
977,upgrade_paid,2024-04-11,paid_premium
978,trial_start,2024-03-05,trial
978,cancel,2024-03-11,trial
979,trial_start,2024-03-07,trial
979,cancel,2024-03-18,trial
981,trial_start,2024-01-20,trial
981,upgrade_paid,2024-01-30,paid_basic
982,trial_start,2024-01-09,trial
982,cancel,2024-01-19,trial
983,trial_start,2024-03-17,trial
983,upgrade_paid,2024-03-30,paid_basic
984,trial_start,2024-01-19,trial
984,upgrade_paid,2024-01-26,paid_basic
986,trial_start,2024-02-10,trial
986,cancel,2024-02-23,trial
988,trial_start,2024-02-19,trial
988,cancel,2024-02-25,trial
989,trial_start,2024-03-10,trial
989,cancel,2024-03-15,trial
990,trial_start,2024-03-06,trial
990,upgrade_paid,2024-03-10,paid_basic
993,trial_start,2024-03-18,trial
993,upgrade_paid,2024-03-27,paid_premium
995,trial_start,2024-01-09,trial
995,cancel,2024-01-22,trial
996,trial_start,2024-02-03,trial
996,cancel,2024-02-15,trial
999,trial_start,2024-01-02,trial
999,cancel,2024-01-09,trial
1000,trial_start,2024-02-13,trial
1000,cancel,2024-02-23,trial
