session_id,user_id,session_start,session_end,device_type
942,237,2024-01-28 11:54:00,2024-01-28 12:06:00,mobile
943,237,2024-01-20 11:30:00,2024-01-20 11:35:00,desktop
944,238,2024-02-17 22:11:00,2024-02-17 22:32:00,desktop
945,238,2024-02-15 15:12:00,2024-02-15 15:24:00,mobile
946,238,2024-01-31 15:02:00,2024-01-31 15:09:00,mobile
947,238,2024-02-10 08:55:00,2024-02-10 09:11:00,mobile
948,238,2024-02-06 08:28:00,2024-02-06 08:39:00,mobile
949,238,2024-02-01 07:55:00,2024-02-01 08:01:00,desktop
950,238,2024-01-24 20:02:00,2024-01-24 20:29:00,desktop
951,238,2024-02-06 19:22:00,2024-02-06 19:53:00,mobile
952,238,2024-02-13 19:15:00,2024-02-13 19:28:00,mobile
953,238,2024-01-24 19:21:00,2024-01-24 19:42:00,mobile
954,239,2024-03-19 17:21:00,2024-03-19 17:36:00,desktop
955,239,2024-03-25 07:16:00,2024-03-25 07:32:00,desktop
956,239,2024-03-11 21:40:00,2024-03-11 22:11:00,desktop
957,240,2024-02-25 08:09:00,2024-02-25 08:29:00,mobile
958,240,2024-02-17 19:31:00,2024-02-17 19:48:00,mobile
959,240,2024-02-12 17:17:00,2024-02-12 17:45:00,mobile
960,240,2024-02-14 21:32:00,2024-02-14 22:05:00,mobile
961,240,2024-02-05 13:39:00,2024-02-05 13:46:00,mobile
962,241,2024-02-15 12:39:00,2024-02-15 12:44:00,mobile
963,241,2024-02-15 15:30:00,2024-02-15 15:53:00,desktop
964,241,2024-01-29 21:32:00,2024-01-29 21:45:00,mobile
965,241,2024-01-31 16:15:00,2024-01-31 16:23:00,mobile
966,241,2024-01-31 07:04:00,2024-01-31 07:13:00,mobile
967,242,2024-04-28 09:30:00,2024-04-28 09:43:00,mobile
968,242,2024-04-12 13:59:00,2024-04-12 14:17:00,mobile
969,242,2024-04-14 21:36:00,2024-04-14 22:03:00,mobile
970,242,2024-04-24 08:44:00,2024-04-24 09:17:00,desktop
971,243,2024-03-28 22:28:00,2024-03-28 22:34:00,mobile
972,243,2024-03-22 13:10:00,2024-03-22 13:31:00,desktop
973,244,2024-02-13 08:15:00,2024-02-13 08:25:00,mobile
974,244,2024-02-13 17:18:00,2024-02-13 17:50:00,mobile
975,244,2024-02-11 22:43:00,2024-02-11 22:52:00,mobile
976,245,2024-02-17 08:41:00,2024-02-17 08:46:00,mobile
977,245,2024-01-31 15:35:00,2024-01-31 15:48:00,desktop
978,245,2024-01-25 07:41:00,2024-01-25 08:14:00,mobile
979,245,2024-02-13 19:17:00,2024-02-13 19:27:00,mobile
980,247,2024-03-10 15:12:00,2024-03-10 15:31:00,mobile
981,247,2024-03-13 19:21:00,2024-03-13 19:26:00,mobile
982,247,2024-02-25 16:34:00,2024-02-25 17:01:00,desktop
983,247,2024-02-25 13:45:00,2024-02-25 13:52:00,mobile
984,247,2024-03-01 08:05:00,2024-03-01 08:17:00,mobile
985,247,2024-03-03 18:46:00,2024-03-03 18:58:00,mobile
986,248,2024-02-02 10:41:00,2024-02-02 10:48:00,desktop
987,248,2024-02-10 09:27:00,2024-02-10 09:37:00,desktop
988,248,2024-02-26 18:22:00,2024-02-26 18:56:00,mobile
989,248,2024-03-03 14:04:00,2024-03-03 14:17:00,mobile
990,248,2024-02-16 18:04:00,2024-02-16 18:13:00,desktop
991,249,2024-02-27 18:17:00,2024-02-27 18:22:00,mobile
992,249,2024-03-10 11:58:00,2024-03-10 12:30:00,mobile
993,249,2024-02-15 19:42:00,2024-02-15 19:57:00,mobile
994,249,2024-02-26 07:33:00,2024-02-26 07:44:00,desktop
995,250,2024-02-23 22:19:00,2024-02-23 22:41:00,desktop
996,250,2024-02-29 12:52:00,2024-02-29 13:11:00,mobile
997,250,2024-02-12 12:16:00,2024-02-12 12:50:00,desktop
998,250,2024-03-08 09:57:00,2024-03-08 10:14:00,mobile
999,250,2024-02-09 14:46:00,2024-02-09 15:03:00,mobile
1000,251,2024-04-20 16:40:00,2024-04-20 16:51:00,desktop
1001,251,2024-03-29 09:42:00,2024-03-29 09:51:00,mobile
1002,251,2024-04-06 13:12:00,2024-04-06 13:24:00,mobile
1003,252,2024-01-16 16:55:00,2024-01-16 17:11:00,mobile
1004,253,2024-01-28 14:42:00,2024-01-28 14:53:00,desktop
1005,253,2024-01-13 07:01:00,2024-01-13 07:20:00,mobile
1006,253,2024-01-28 22:51:00,2024-01-28 23:17:00,mobile
1007,253,2024-01-30 12:37:00,2024-01-30 13:07:00,mobile
1008,254,2024-03-07 08:46:00,2024-03-07 08:55:00,mobile
1009,254,2024-03-12 07:40:00,2024-03-12 08:11:00,desktop
1010,254,2024-03-16 19:53:00,2024-03-16 20:00:00,desktop
1011,254,2024-03-25 12:08:00,2024-03-25 12:24:00,mobile
1012,255,2024-04-16 19:23:00,2024-04-16 19:43:00,desktop
1013,255,2024-04-20 18:46:00,2024-04-20 19:06:00,desktop
1014,255,2024-04-03 17:02:00,2024-04-03 17:21:00,mobile
1015,255,2024-03-29 07:31:00,2024-03-29 07:44:00,mobile
1016,255,2024-04-20 19:42:00,2024-04-20 20:15:00,mobile
1017,256,2024-03-08 07:35:00,2024-03-08 07:42:00,desktop
1018,256,2024-03-16 11:46:00,2024-03-16 11:58:00,mobile
1019,256,2024-03-03 10:04:00,2024-03-03 10:31:00,mobile
1020,257,2024-02-22 19:28:00,2024-02-22 20:01:00,mobile
1021,257,2024-02-07 14:22:00,2024-02-07 14:42:00,mobile
1022,258,2024-02-29 18:45:00,2024-02-29 18:59:00,desktop
1023,258,2024-02-28 08:35:00,2024-02-28 08:58:00,mobile
1024,258,2024-02-14 21:55:00,2024-02-14 22:05:00,desktop
1025,259,2024-02-17 10:28:00,2024-02-17 10:56:00,mobile
1026,259,2024-02-14 22:28:00,2024-02-14 22:44:00,mobile
1027,259,2024-03-10 20:29:00,2024-03-10 21:02:00,mobile
1028,259,2024-03-07 11:26:00,2024-03-07 12:00:00,mobile
1029,260,2024-01-31 15:52:00,2024-01-31 16:05:00,desktop
1030,260,2024-01-21 12:04:00,2024-01-21 12:37:00,desktop
1031,260,2024-02-02 14:31:00,2024-02-02 14:55:00,mobile
1032,261,2024-02-14 12:20:00,2024-02-14 12:36:00,mobile
1033,261,2024-02-02 15:01:00,2024-02-02 15:07:00,mobile
1034,261,2024-02-03 10:22:00,2024-02-03 10:51:00,desktop
1035,261,2024-02-09 20:17:00,2024-02-09 20:31:00,mobile
1036,262,2024-04-18 19:01:00,2024-04-18 19:29:00,mobile
1037,262,2024-03-31 15:13:00,2024-03-31 15:21:00,desktop
1038,262,2024-04-02 09:43:00,2024-04-02 10:09:00,mobile
1039,263,2024-03-22 09:31:00,2024-03-22 09:55:00,mobile
1040,263,2024-03-08 10:50:00,2024-03-08 11:08:00,mobile
1041,263,2024-03-19 19:07:00,2024-03-19 19:18:00,desktop
1042,263,2024-03-11 08:50:00,2024-03-11 09:04:00,desktop
1043,264,2024-01-02 22:57:00,2024-01-02 23:19:00,desktop
1044,264,2024-01-20 18:32:00,2024-01-20 19:06:00,desktop
1045,264,2024-02-01 09:00:00,2024-02-01 09:12:00,desktop
1046,264,2024-01-23 15:18:00,2024-01-23 15:47:00,desktop
1047,264,2024-02-01 18:12:00,2024-02-01 18:44:00,mobile
1048,264,2024-01-07 14:03:00,2024-01-07 14:12:00,mobile
1049,265,2024-01-05 14:40:00,2024-01-05 14:46:00,mobile
1050,265,2024-01-17 22:16:00,2024-01-17 22:40:00,mobile
1051,265,2024-01-02 17:33:00,2024-01-02 17:38:00,desktop
1052,265,2024-01-29 21:22:00,2024-01-29 21:35:00,mobile
1053,266,2024-02-25 08:35:00,2024-02-25 08:48:00,mobile
1054,266,2024-03-03 09:32:00,2024-03-03 09:59:00,desktop
1055,266,2024-02-26 22:03:00,2024-02-26 22:29:00,desktop
1056,266,2024-03-03 10:28:00,2024-03-03 10:38:00,mobile
1057,266,2024-03-11 19:02:00,2024-03-11 19:26:00,mobile
1058,267,2024-01-23 20:24:00,2024-01-23 20:36:00,desktop
1059,267,2024-02-08 13:09:00,2024-02-08 13:32:00,mobile
1060,267,2024-01-15 08:25:00,2024-01-15 08:50:00,mobile
1061,268,2024-03-22 12:03:00,2024-03-22 12:26:00,desktop
1062,268,2024-03-17 18:18:00,2024-03-17 18:38:00,mobile
1063,269,2024-03-07 22:29:00,2024-03-07 22:46:00,mobile
1064,269,2024-03-01 19:35:00,2024-03-01 19:58:00,mobile
1065,269,2024-02-17 08:37:00,2024-02-17 08:46:00,mobile
1066,269,2024-02-25 22:21:00,2024-02-25 22:30:00,mobile
1067,270,2024-03-01 07:04:00,2024-03-01 07:34:00,mobile
1068,270,2024-02-27 14:58:00,2024-02-27 15:17:00,mobile
1069,270,2024-02-19 08:03:00,2024-02-19 08:15:00,desktop
1070,270,2024-02-24 09:51:00,2024-02-24 09:58:00,desktop
1071,270,2024-02-04 12:42:00,2024-02-04 13:00:00,desktop
1072,270,2024-02-21 09:33:00,2024-02-21 10:02:00,mobile
1073,271,2024-01-27 20:34:00,2024-01-27 21:07:00,mobile
1074,271,2024-01-12 18:17:00,2024-01-12 18:47:00,mobile
1075,271,2024-01-31 13:59:00,2024-01-31 14:28:00,mobile
1076,272,2024-02-12 21:54:00,2024-02-12 22:23:00,mobile
1077,272,2024-02-16 11:09:00,2024-02-16 11:37:00,desktop
1078,273,2024-03-18 18:05:00,2024-03-18 18:26:00,mobile
1079,273,2024-03-05 20:25:00,2024-03-05 20:46:00,mobile
1080,273,2024-02-24 14:12:00,2024-02-24 14:45:00,mobile
1081,274,2024-03-20 08:36:00,2024-03-20 08:53:00,mobile
1082,274,2024-04-14 20:16:00,2024-04-14 20:21:00,mobile
1083,275,2024-01-26 22:36:00,2024-01-26 23:09:00,mobile
1084,275,2024-01-19 22:19:00,2024-01-19 22:49:00,mobile
1085,276,2024-01-26 19:34:00,2024-01-26 19:53:00,mobile
1086,276,2024-01-22 15:41:00,2024-01-22 16:12:00,mobile
1087,276,2024-02-10 17:05:00,2024-02-10 17:29:00,mobile
1088,276,2024-02-09 13:56:00,2024-02-09 14:29:00,mobile
1089,277,2024-02-09 08:49:00,2024-02-09 09:17:00,mobile
1090,277,2024-02-05 20:53:00,2024-02-05 21:12:00,mobile
1091,277,2024-01-28 11:36:00,2024-01-28 11:43:00,desktop
1092,277,2024-02-12 13:59:00,2024-02-12 14:31:00,desktop
1093,277,2024-02-10 16:51:00,2024-02-10 16:59:00,mobile
1094,278,2024-03-24 17:57:00,2024-03-24 18:13:00,mobile
1095,278,2024-03-05 09:09:00,2024-03-05 09:20:00,mobile
1096,278,2024-02-27 22:40:00,2024-02-27 22:51:00,mobile
1097,278,2024-03-19 20:10:00,2024-03-19 20:21:00,mobile
1098,278,2024-03-22 15:35:00,2024-03-22 15:55:00,mobile
1099,279,2024-02-14 07:33:00,2024-02-14 07:50:00,mobile
1100,280,2024-01-29 08:50:00,2024-01-29 09:05:00,mobile
1101,281,2024-03-19 19:59:00,2024-03-19 20:15:00,desktop
1102,281,2024-04-12 14:53:00,2024-04-12 14:59:00,mobile
1103,281,2024-03-27 13:41:00,2024-03-27 13:54:00,mobile
1104,281,2024-04-05 21:04:00,2024-04-05 21:20:00,mobile
1105,281,2024-04-05 12:50:00,2024-04-05 13:13:00,desktop
1106,281,2024-04-02 09:22:00,2024-04-02 09:36:00,desktop
1107,282,2024-04-06 18:26:00,2024-04-06 18:50:00,mobile
1108,282,2024-04-10 14:07:00,2024-04-10 14:20:00,mobile
1109,282,2024-04-10 11:18:00,2024-04-10 11:43:00,mobile
1110,282,2024-03-23 11:35:00,2024-03-23 11:47:00,mobile
1111,282,2024-04-10 20:05:00,2024-04-10 20:14:00,desktop
1112,283,2024-03-02 22:54:00,2024-03-02 23:24:00,desktop
1113,283,2024-03-06 22:46:00,2024-03-06 22:56:00,mobile
1114,283,2024-02-11 08:43:00,2024-02-11 09:08:00,desktop
1115,283,2024-02-15 10:08:00,2024-02-15 10:22:00,mobile
1116,283,2024-02-16 22:05:00,2024-02-16 22:28:00,mobile
1117,283,2024-02-25 19:05:00,2024-02-25 19:36:00,mobile
1118,283,2024-02-28 15:15:00,2024-02-28 15:39:00,mobile
1119,283,2024-02-09 11:03:00,2024-02-09 11:09:00,mobile
1120,284,2024-03-08 20:56:00,2024-03-08 21:15:00,mobile
1121,284,2024-02-24 20:33:00,2024-02-24 20:47:00,mobile
1122,284,2024-03-01 09:38:00,2024-03-01 09:50:00,mobile
1123,284,2024-02-19 19:23:00,2024-02-19 19:46:00,mobile
1124,285,2024-04-11 15:47:00,2024-04-11 16:18:00,mobile
1125,285,2024-03-31 17:28:00,2024-03-31 17:56:00,desktop
1126,285,2024-03-28 11:53:00,2024-03-28 12:07:00,desktop
1127,285,2024-04-21 16:13:00,2024-04-21 16:24:00,desktop
1128,285,2024-03-29 13:36:00,2024-03-29 14:01:00,mobile
1129,285,2024-04-04 12:58:00,2024-04-04 13:03:00,mobile
1130,285,2024-04-04 21:34:00,2024-04-04 22:01:00,desktop
1131,285,2024-04-18 10:59:00,2024-04-18 11:11:00,mobile
1132,285,2024-04-08 15:02:00,2024-04-08 15:11:00,mobile
1133,286,2024-04-13 07:12:00,2024-04-13 07:38:00,mobile
1134,286,2024-04-05 15:39:00,2024-04-05 16:07:00,mobile
1135,286,2024-04-10 09:35:00,2024-04-10 10:06:00,mobile
1136,286,2024-04-12 20:26:00,2024-04-12 20:51:00,mobile
1137,286,2024-04-25 15:41:00,2024-04-25 16:14:00,mobile
1138,286,2024-03-29 20:13:00,2024-03-29 20:25:00,mobile
1139,287,2024-02-19 09:23:00,2024-02-19 09:28:00,mobile
1140,287,2024-02-22 13:44:00,2024-02-22 13:56:00,mobile
1141,287,2024-02-16 20:58:00,2024-02-16 21:23:00,mobile
1142,287,2024-01-31 21:26:00,2024-01-31 21:45:00,mobile
1143,287,2024-01-30 13:32:00,2024-01-30 13:48:00,mobile
1144,287,2024-02-05 10:44:00,2024-02-05 10:56:00,desktop
1145,287,2024-02-23 16:21:00,2024-02-23 16:26:00,desktop
1146,288,2024-02-10 21:35:00,2024-02-10 21:52:00,mobile
1147,288,2024-01-22 13:07:00,2024-01-22 13:16:00,mobile
1148,288,2024-02-12 18:35:00,2024-02-12 18:59:00,desktop
1149,289,2024-03-22 15:02:00,2024-03-22 15:18:00,mobile
1150,289,2024-04-21 12:15:00,2024-04-21 12:29:00,mobile
1151,289,2024-04-17 17:05:00,2024-04-17 17:38:00,mobile
1152,289,2024-04-18 12:23:00,2024-04-18 12:56:00,desktop
1153,289,2024-04-09 08:10:00,2024-04-09 08:38:00,desktop
1154,289,2024-03-28 11:43:00,2024-03-28 12:03:00,mobile
1155,290,2024-03-17 20:54:00,2024-03-17 21:19:00,mobile
1156,290,2024-03-12 16:41:00,2024-03-12 17:01:00,mobile
1157,290,2024-04-01 10:20:00,2024-04-01 10:45:00,mobile
1158,291,2024-03-10 17:40:00,2024-03-10 17:49:00,mobile
1159,292,2024-02-27 10:04:00,2024-02-27 10:14:00,desktop
1160,292,2024-02-14 14:06:00,2024-02-14 14:14:00,mobile
1161,292,2024-02-23 21:45:00,2024-02-23 22:12:00,mobile
1162,292,2024-02-15 22:14:00,2024-02-15 22:47:00,mobile
1163,293,2024-04-19 10:26:00,2024-04-19 10:53:00,desktop
1164,293,2024-04-09 10:08:00,2024-04-09 10:33:00,mobile
1165,293,2024-04-08 17:42:00,2024-04-08 17:53:00,mobile
1166,293,2024-03-23 11:04:00,2024-03-23 11:19:00,mobile
1167,294,2024-03-14 09:49:00,2024-03-14 10:14:00,mobile
1168,294,2024-03-21 08:43:00,2024-03-21 08:52:00,mobile
1169,294,2024-03-28 16:17:00,2024-03-28 16:40:00,mobile
1170,295,2024-02-26 21:54:00,2024-02-26 22:21:00,desktop
1171,296,2024-02-25 21:44:00,2024-02-25 22:15:00,mobile
1172,296,2024-02-12 11:00:00,2024-02-12 11:13:00,mobile
1173,296,2024-02-02 09:46:00,2024-02-02 10:16:00,mobile
1174,296,2024-02-27 13:29:00,2024-02-27 13:43:00,desktop
1175,297,2024-03-17 10:40:00,2024-03-17 10:59:00,mobile
1176,297,2024-03-28 07:01:00,2024-03-28 07:31:00,desktop
1177,297,2024-03-21 14:37:00,2024-03-21 14:53:00,desktop
1178,298,2024-02-04 09:17:00,2024-02-04 09:41:00,desktop
1179,298,2024-03-01 15:59:00,2024-03-01 16:29:00,mobile
1180,298,2024-02-20 12:46:00,2024-02-20 13:00:00,mobile
1181,298,2024-02-02 12:44:00,2024-02-02 13:02:00,desktop
1182,299,2024-01-17 19:08:00,2024-01-17 19:37:00,mobile
1183,299,2024-02-06 11:47:00,2024-02-06 11:58:00,mobile
1184,299,2024-02-08 18:20:00,2024-02-08 18:35:00,desktop
1185,299,2024-02-08 18:43:00,2024-02-08 19:01:00,mobile
1186,299,2024-02-07 19:03:00,2024-02-07 19:27:00,mobile
1187,299,2024-01-29 16:44:00,2024-01-29 16:50:00,mobile
1188,300,2024-02-09 09:07:00,2024-02-09 09:25:00,mobile
1189,301,2024-02-20 13:01:00,2024-02-20 13:08:00,mobile
1190,301,2024-03-03 21:09:00,2024-03-03 21:32:00,desktop
1191,301,2024-03-15 09:36:00,2024-03-15 10:03:00,mobile
1192,301,2024-02-29 17:10:00,2024-02-29 17:30:00,mobile
1193,301,2024-03-09 08:27:00,2024-03-09 08:50:00,mobile
1194,302,2024-01-31 16:39:00,2024-01-31 16:44:00,mobile
1195,302,2024-02-15 18:09:00,2024-02-15 18:35:00,mobile
1196,303,2024-01-29 18:36:00,2024-01-29 18:53:00,desktop
1197,303,2024-01-22 12:29:00,2024-01-22 12:44:00,desktop
1198,303,2024-01-09 18:59:00,2024-01-09 19:05:00,mobile
1199,303,2024-01-28 09:41:00,2024-01-28 10:04:00,desktop
1200,303,2024-01-08 18:27:00,2024-01-08 18:36:00,desktop
1201,303,2024-01-11 07:23:00,2024-01-11 07:48:00,desktop
1202,303,2024-01-19 07:29:00,2024-01-19 07:45:00,desktop
1203,304,2024-01-16 22:07:00,2024-01-16 22:31:00,mobile
1204,304,2024-01-13 20:27:00,2024-01-13 20:33:00,mobile
1205,304,2024-01-14 19:20:00,2024-01-14 19:39:00,mobile
1206,304,2024-01-29 20:14:00,2024-01-29 20:20:00,desktop
1207,304,2024-01-18 22:56:00,2024-01-18 23:20:00,desktop
1208,305,2024-03-09 10:37:00,2024-03-09 11:05:00,desktop
1209,305,2024-03-28 22:38:00,2024-03-28 22:57:00,mobile
1210,305,2024-04-05 18:30:00,2024-04-05 18:59:00,mobile
1211,305,2024-03-17 12:20:00,2024-03-17 12:25:00,mobile
1212,305,2024-03-27 20:08:00,2024-03-27 20:29:00,desktop
1213,305,2024-04-06 13:58:00,2024-04-06 14:24:00,mobile
1214,305,2024-03-29 12:52:00,2024-03-29 13:12:00,desktop
1215,306,2024-02-05 10:25:00,2024-02-05 10:50:00,mobile
1216,306,2024-02-04 21:07:00,2024-02-04 21:34:00,mobile
1217,306,2024-01-19 21:52:00,2024-01-19 21:59:00,mobile
1218,307,2024-02-21 10:47:00,2024-02-21 11:15:00,mobile
1219,307,2024-02-16 08:00:00,2024-02-16 08:30:00,mobile
1220,308,2024-02-24 08:59:00,2024-02-24 09:19:00,mobile
1221,308,2024-03-03 13:26:00,2024-03-03 13:44:00,mobile
1222,308,2024-02-17 07:43:00,2024-02-17 08:07:00,mobile
1223,308,2024-02-20 13:31:00,2024-02-20 13:51:00,mobile
1224,308,2024-03-16 14:21:00,2024-03-16 14:31:00,mobile
1225,308,2024-02-24 13:53:00,2024-02-24 14:03:00,mobile
1226,308,2024-02-27 22:44:00,2024-02-27 23:17:00,mobile
1227,309,2024-04-15 19:38:00,2024-04-15 20:05:00,mobile
1228,309,2024-03-23 20:52:00,2024-03-23 21:13:00,mobile
1229,309,2024-03-28 08:35:00,2024-03-28 09:09:00,mobile
1230,309,2024-03-17 22:35:00,2024-03-17 22:57:00,mobile
1231,310,2024-03-11 13:16:00,2024-03-11 13:29:00,desktop
1232,310,2024-03-12 20:07:00,2024-03-12 20:34:00,mobile
1233,310,2024-03-29 18:45:00,2024-03-29 18:58:00,mobile
1234,310,2024-03-25 16:25:00,2024-03-25 16:37:00,desktop
1235,311,2024-04-06 21:49:00,2024-04-06 21:58:00,desktop
1236,311,2024-04-20 17:10:00,2024-04-20 17:41:00,desktop
1237,311,2024-04-09 21:30:00,2024-04-09 21:47:00,desktop
1238,311,2024-04-07 16:24:00,2024-04-07 16:29:00,desktop
1239,311,2024-04-09 22:43:00,2024-04-09 23:13:00,mobile
1240,311,2024-03-31 18:24:00,2024-03-31 18:43:00,mobile
1241,311,2024-03-29 20:33:00,2024-03-29 21:04:00,desktop
1242,312,2024-01-30 21:40:00,2024-01-30 21:52:00,mobile
1243,313,2024-02-17 22:58:00,2024-02-17 23:16:00,mobile
1244,313,2024-02-06 18:40:00,2024-02-06 18:50:00,desktop
1245,313,2024-01-31 13:39:00,2024-01-31 14:07:00,desktop
1246,313,2024-02-08 22:39:00,2024-02-08 23:13:00,mobile
1247,313,2024-02-23 19:31:00,2024-02-23 19:47:00,mobile
1248,314,2024-02-11 15:15:00,2024-02-11 15:44:00,mobile
1249,314,2024-02-23 16:22:00,2024-02-23 16:40:00,mobile
1250,315,2024-02-21 12:37:00,2024-02-21 12:59:00,mobile
1251,315,2024-02-27 14:07:00,2024-02-27 14:19:00,mobile
1252,315,2024-03-02 21:35:00,2024-03-02 22:07:00,mobile
1253,316,2024-02-27 21:12:00,2024-02-27 21:44:00,mobile
1254,316,2024-02-23 22:28:00,2024-02-23 22:55:00,mobile
1255,316,2024-02-29 12:36:00,2024-02-29 13:09:00,mobile
1256,317,2024-02-02 11:24:00,2024-02-02 11:53:00,mobile
1257,317,2024-01-28 15:54:00,2024-01-28 16:14:00,mobile
1258,317,2024-01-18 13:48:00,2024-01-18 13:56:00,mobile
1259,317,2024-01-08 12:29:00,2024-01-08 13:02:00,mobile
1260,317,2024-01-16 18:35:00,2024-01-16 19:07:00,desktop
1261,317,2024-01-14 14:27:00,2024-01-14 14:44:00,desktop
1262,318,2024-02-23 21:13:00,2024-02-23 21:36:00,desktop
1263,318,2024-02-13 11:16:00,2024-02-13 11:23:00,mobile
1264,318,2024-02-14 22:03:00,2024-02-14 22:30:00,mobile
1265,319,2024-01-31 08:14:00,2024-01-31 08:30:00,desktop
1266,319,2024-02-20 21:33:00,2024-02-20 21:43:00,mobile
1267,319,2024-02-12 15:19:00,2024-02-12 15:32:00,mobile
1268,319,2024-02-18 07:37:00,2024-02-18 08:05:00,mobile
1269,320,2024-02-02 20:26:00,2024-02-02 20:36:00,mobile
1270,321,2024-02-17 18:22:00,2024-02-17 18:30:00,mobile
1271,321,2024-02-08 17:56:00,2024-02-08 18:02:00,mobile
1272,321,2024-02-04 20:06:00,2024-02-04 20:26:00,mobile
1273,322,2024-02-13 12:12:00,2024-02-13 12:28:00,mobile
1274,322,2024-02-26 14:20:00,2024-02-26 14:46:00,mobile
1275,322,2024-02-12 18:08:00,2024-02-12 18:15:00,mobile
1276,322,2024-02-17 20:27:00,2024-02-17 20:35:00,desktop
1277,322,2024-02-04 16:47:00,2024-02-04 17:14:00,mobile
1278,322,2024-02-18 20:39:00,2024-02-18 21:06:00,mobile
1279,323,2024-03-11 13:05:00,2024-03-11 13:11:00,mobile
1280,323,2024-03-15 21:58:00,2024-03-15 22:11:00,desktop
1281,323,2024-03-20 17:28:00,2024-03-20 17:37:00,mobile
1282,323,2024-03-22 22:23:00,2024-03-22 22:34:00,desktop
1283,323,2024-03-15 13:14:00,2024-03-15 13:19:00,mobile
1284,323,2024-03-26 12:31:00,2024-03-26 12:48:00,mobile
1285,323,2024-03-04 21:57:00,2024-03-04 22:14:00,mobile
1286,323,2024-03-16 12:04:00,2024-03-16 12:36:00,mobile
1287,324,2024-04-01 14:46:00,2024-04-01 15:11:00,desktop
1288,324,2024-04-05 15:58:00,2024-04-05 16:25:00,mobile
1289,324,2024-03-10 14:05:00,2024-03-10 14:37:00,mobile
1290,325,2024-03-24 07:44:00,2024-03-24 07:49:00,mobile
1291,325,2024-03-25 19:59:00,2024-03-25 20:26:00,desktop
1292,326,2024-03-14 22:23:00,2024-03-14 22:57:00,mobile
1293,326,2024-03-14 14:54:00,2024-03-14 15:10:00,mobile
1294,327,2024-01-22 11:59:00,2024-01-22 12:26:00,mobile
1295,327,2024-01-28 20:27:00,2024-01-28 20:32:00,desktop
1296,327,2024-02-10 08:47:00,2024-02-10 09:20:00,mobile
1297,327,2024-01-26 18:09:00,2024-01-26 18:39:00,mobile
1298,327,2024-01-28 08:20:00,2024-01-28 08:48:00,mobile
1299,327,2024-01-26 21:40:00,2024-01-26 21:49:00,mobile
1300,327,2024-01-20 13:48:00,2024-01-20 14:02:00,mobile
1301,327,2024-01-28 10:32:00,2024-01-28 10:40:00,mobile
1302,327,2024-01-29 19:41:00,2024-01-29 20:00:00,mobile
1303,328,2024-01-04 19:52:00,2024-01-04 20:00:00,mobile
1304,328,2024-01-08 14:27:00,2024-01-08 15:01:00,mobile
1305,328,2024-01-08 10:02:00,2024-01-08 10:11:00,mobile
1306,328,2024-01-22 22:07:00,2024-01-22 22:24:00,mobile
1307,328,2024-01-04 15:30:00,2024-01-04 15:43:00,mobile
1308,328,2024-01-20 14:33:00,2024-01-20 14:46:00,desktop
1309,328,2024-01-22 19:04:00,2024-01-22 19:17:00,desktop
1310,328,2024-01-28 22:46:00,2024-01-28 22:54:00,mobile
1311,328,2024-01-23 16:27:00,2024-01-23 16:56:00,desktop
1312,329,2024-02-17 14:47:00,2024-02-17 15:05:00,desktop
1313,329,2024-02-24 20:49:00,2024-02-24 20:56:00,mobile
1314,329,2024-02-22 09:11:00,2024-02-22 09:37:00,desktop
1315,329,2024-02-12 07:12:00,2024-02-12 07:19:00,mobile
1316,329,2024-02-14 22:37:00,2024-02-14 23:05:00,mobile
1317,329,2024-02-09 14:53:00,2024-02-09 15:10:00,mobile
1318,330,2024-03-14 12:11:00,2024-03-14 12:42:00,desktop
1319,330,2024-03-13 09:02:00,2024-03-13 09:26:00,desktop
1320,330,2024-03-19 09:41:00,2024-03-19 10:09:00,mobile
1321,330,2024-03-09 10:10:00,2024-03-09 10:42:00,mobile
1322,330,2024-03-15 22:49:00,2024-03-15 23:06:00,desktop
1323,331,2024-03-19 18:45:00,2024-03-19 18:54:00,mobile
1324,331,2024-03-13 17:39:00,2024-03-13 18:11:00,mobile
1325,332,2024-02-04 17:24:00,2024-02-04 17:36:00,mobile
1326,332,2024-02-08 19:14:00,2024-02-08 19:45:00,mobile
1327,332,2024-01-31 14:15:00,2024-01-31 14:36:00,mobile
1328,332,2024-01-27 22:04:00,2024-01-27 22:13:00,mobile
1329,333,2024-02-17 14:40:00,2024-02-17 14:48:00,mobile
1330,333,2024-03-07 07:46:00,2024-03-07 07:54:00,mobile
1331,333,2024-03-12 10:37:00,2024-03-12 10:46:00,desktop
1332,333,2024-03-08 22:09:00,2024-03-08 22:22:00,desktop
1333,334,2024-02-16 07:20:00,2024-02-16 07:40:00,desktop
1334,334,2024-02-23 11:05:00,2024-02-23 11:15:00,mobile
1335,334,2024-02-10 10:32:00,2024-02-10 10:40:00,desktop
1336,334,2024-02-19 17:26:00,2024-02-19 17:38:00,mobile
1337,334,2024-02-28 22:25:00,2024-02-28 22:31:00,desktop
1338,335,2024-02-20 22:10:00,2024-02-20 22:15:00,mobile
1339,335,2024-03-05 14:52:00,2024-03-05 15:07:00,desktop
1340,336,2024-02-01 12:16:00,2024-02-01 12:36:00,desktop
1341,336,2024-01-12 08:13:00,2024-01-12 08:23:00,desktop
1342,336,2024-01-20 21:47:00,2024-01-20 21:52:00,mobile
