learner_id,prior_knowledge_level,learning_style,baseline_quiz_score,module_id,topic,difficulty_level,content_type,estimated_time,time_spent,attempts,clicks,engagement_score,quiz_score,mastery_level,retention_score,reward
L039,High,Visual,30,C032,Electrochemistry,5,Simulation,1260,507,3,9,1.3,3,Beginner,3,0
L039,High,Visual,30,C006,Kinetics,2,Simulation,960,1035,2,4,1.48,17,Beginner,21,0
L039,High,Visual,30,C001,Thermodynamics,5,Simulation,300,211,2,3,1.0,100,Advanced,93,0
L039,High,Visual,30,C026,Thermodynamics,5,Video,840,432,1,10,1.51,100,Advanced,99,1
L039,High,Visual,30,C027,Electrochemistry,3,Simulation,660,543,2,5,1.32,14,Beginner,23,0
L039,High,Visual,30,C020,Acids & Bases,4,Quiz,660,827,1,12,2.45,53,Intermediate,46,0
L040,Low,Mixed,22,C036,Kinetics,3,Quiz,1320,808,1,12,1.81,58,Intermediate,58,0
L040,Low,Mixed,22,C008,Organic Chemistry,4,Simulation,1320,1109,1,2,1.04,92,Advanced,101,1
L040,Low,Mixed,22,C011,Electrochemistry,4,Simulation,600,161,1,7,0.97,15,Beginner,12,0
L040,Low,Mixed,22,C008,Acids & Bases,4,Video,1380,754,3,1,0.65,8,Beginner,6,0
L040,Low,Mixed,22,C038,Equilibrium,5,Video,540,562,2,11,2.14,38,Beginner,34,0
L040,Low,Mixed,22,C041,Organic Chemistry,5,Video,1140,1683,3,3,1.78,9,Beginner,5,0
L040,Low,Mixed,22,C019,Electrochemistry,3,Quiz,600,785,1,3,1.61,66,Intermediate,69,1
L040,Low,Mixed,22,C034,Equilibrium,2,Quiz,1440,1295,3,4,1.3,50,Intermediate,58,0
L040,Low,Mixed,22,C024,Kinetics,5,Video,720,1086,1,12,2.71,77,Advanced,75,1
L040,Low,Mixed,22,C015,Acids & Bases,5,Simulation,660,1035,3,7,2.27,97,Advanced,99,1
L040,Low,Mixed,22,C010,Organic Chemistry,1,Video,540,222,2,8,1.21,55,Intermediate,49,0
L040,Low,Mixed,22,C027,Thermodynamics,1,Quiz,1320,1096,1,1,0.93,59,Intermediate,56,0
L040,Low,Mixed,22,C006,Acids & Bases,1,Video,480,525,2,14,2.49,12,Beginner,12,0
L040,Low,Mixed,22,C019,Organic Chemistry,4,Text,1320,1371,3,12,2.24,62,Intermediate,54,1
L040,Low,Mixed,22,C019,Atomic Structure,3,Video,1140,1749,1,4,1.93,45,Intermediate,54,0
L040,Low,Mixed,22,C032,Organic Chemistry,3,Quiz,720,502,2,8,1.5,47,Intermediate,51,0
L040,Low,Mixed,22,C044,Organic Chemistry,5,Quiz,1020,634,2,7,1.32,44,Intermediate,37,0
L040,Low,Mixed,22,C006,Equilibrium,4,Video,1140,1313,1,2,1.35,54,Intermediate,54,0
L040,Low,Mixed,22,C039,Atomic Structure,3,Text,420,570,2,6,1.96,44,Intermediate,43,0
L040,Low,Mixed,22,C019,Atomic Structure,1,Text,300,199,3,11,1.76,85,Advanced,77,1
L041,Medium,Textual,37,C022,Kinetics,4,Quiz,300,339,1,14,2.53,48,Intermediate,54,0
L041,Medium,Textual,37,C047,Kinetics,2,Quiz,420,479,2,3,1.44,39,Beginner,34,0
L041,Medium,Textual,37,C030,Organic Chemistry,5,Quiz,1200,1661,1,14,2.78,71,Advanced,70,1
L041,Medium,Textual,37,C020,Equilibrium,5,Quiz,720,856,1,9,2.09,64,Intermediate,69,1
L041,Medium,Textual,37,C015,Acids & Bases,3,Simulation,900,1098,1,11,2.32,17,Beginner,13,0
L041,Medium,Textual,37,C036,Atomic Structure,1,Text,660,988,3,11,2.6,44,Intermediate,43,0
L041,Medium,Textual,37,C043,Kinetics,2,Text,1380,1157,3,2,1.04,47,Intermediate,38,0
L041,Medium,Textual,37,C040,Acids & Bases,3,Text,600,728,3,9,2.11,56,Intermediate,59,0
L041,Medium,Textual,37,C042,Organic Chemistry,5,Text,1020,450,2,5,0.94,91,Advanced,85,0
L041,Medium,Textual,37,C009,Kinetics,4,Text,780,638,2,9,1.72,57,Intermediate,50,0
L041,Medium,Textual,37,C007,Thermodynamics,1,Text,600,563,2,13,2.24,74,Advanced,71,1
L041,Medium,Textual,37,C031,Kinetics,2,Text,720,789,3,7,1.8,98,Advanced,108,1
L041,Medium,Textual,37,C025,Thermodynamics,3,Quiz,1320,967,1,3,1.03,61,Intermediate,71,1
L041,Medium,Textual,37,C034,Atomic Structure,4,Quiz,1020,1441,1,12,2.61,97,Advanced,92,1
L041,Medium,Textual,37,C014,Kinetics,2,Text,1380,1563,2,3,1.43,72,Advanced,82,1
L041,Medium,Textual,37,C003,Thermodynamics,2,Video,1380,1885,1,2,1.57,79,Advanced,78,1
L041,Medium,Textual,37,C046,Thermodynamics,2,Video,360,577,1,10,2.6,69,Intermediate,71,1
L041,Medium,Textual,37,C027,Thermodynamics,3,Quiz,660,388,3,10,1.59,9,Beginner,0,0
L041,Medium,Textual,37,C026,Kinetics,2,Text,1440,1972,3,8,2.17,8,Beginner,6,0
L041,Medium,Textual,37,C009,Acids & Bases,1,Video,480,243,1,3,0.81,51,Intermediate,57,0
L042,Low,Textual,74,C018,Electrochemistry,5,Quiz,1440,1516,1,13,2.35,3,Beginner,4,0
L042,Low,Textual,74,C011,Acids & Bases,5,Video,840,875,1,9,1.94,7,Beginner,15,0
L042,Low,Textual,74,C031,Thermodynamics,1,Text,900,772,1,4,1.26,12,Beginner,11,0
L042,Low,Textual,74,C008,Organic Chemistry,5,Simulation,840,747,1,4,1.29,70,Advanced,79,1
L042,Low,Textual,74,C038,Atomic Structure,4,Quiz,660,666,3,13,2.31,77,Advanced,69,1
L042,Low,Textual,74,C029,Thermodynamics,5,Quiz,1320,1364,3,1,1.13,1,Beginner,-1,0
L042,Low,Textual,74,C025,Atomic Structure,2,Video,660,935,3,10,2.42,98,Advanced,91,1
L042,Low,Textual,74,C007,Equilibrium,3,Quiz,1440,1790,1,3,1.54,85,Advanced,77,1
L042,Low,Textual,74,C048,Thermodynamics,1,Video,480,389,3,7,1.51,13,Beginner,7,0
L042,Low,Textual,74,C043,Kinetics,3,Quiz,600,789,3,14,2.71,82,Advanced,76,1
L042,Low,Textual,74,C030,Atomic Structure,1,Text,1200,843,2,12,1.9,79,Advanced,70,1
L042,Low,Textual,74,C045,Equilibrium,3,Text,840,831,1,13,2.29,76,Advanced,80,1
L042,Low,Textual,74,C028,Acids & Bases,3,Quiz,840,697,2,7,1.53,5,Beginner,-1,0
L042,Low,Textual,74,C005,Electrochemistry,3,Simulation,1380,1555,2,2,1.33,27,Beginner,35,0
L042,Low,Textual,74,C004,Atomic Structure,3,Video,600,597,1,6,1.59,55,Intermediate,59,0
L042,Low,Textual,74,C034,Electrochemistry,3,Simulation,720,691,3,4,1.36,95,Advanced,99,1
L042,Low,Textual,74,C031,Thermodynamics,1,Text,1020,1335,2,4,1.71,34,Beginner,42,0
L042,Low,Textual,74,C027,Atomic Structure,5,Text,720,908,3,11,2.36,0,Beginner,-5,0
L042,Low,Textual,74,C011,Thermodynamics,4,Video,780,906,1,2,1.36,62,Intermediate,69,1
L042,Low,Textual,74,C040,Equilibrium,5,Quiz,780,1008,3,1,1.39,98,Advanced,93,1
L043,Low,Mixed,24,C012,Kinetics,3,Simulation,1440,1374,2,13,2.25,60,Intermediate,54,1
L043,Low,Mixed,24,C047,Equilibrium,4,Simulation,1440,1728,3,2,1.4,49,Intermediate,46,0
L043,Low,Mixed,24,C029,Acids & Bases,2,Text,1140,1070,2,4,1.34,7,Beginner,3,0
L043,Low,Mixed,24,C027,Acids & Bases,3,Quiz,1140,940,1,9,1.72,97,Advanced,100,1
L043,Low,Mixed,24,C017,Thermodynamics,5,Quiz,1440,1623,2,12,2.33,77,Advanced,86,1
L043,Low,Mixed,24,C032,Kinetics,2,Video,660,667,1,7,1.71,30,Beginner,35,0
L043,Low,Mixed,24,C023,Kinetics,3,Quiz,360,383,2,13,2.36,83,Advanced,91,1
L043,Low,Mixed,24,C001,Atomic Structure,5,Text,1200,997,2,10,1.83,42,Intermediate,36,0
L043,Low,Mixed,24,C050,Acids & Bases,2,Quiz,360,381,2,6,1.66,80,Advanced,84,1
L043,Low,Mixed,24,C024,Atomic Structure,1,Video,540,627,1,4,1.56,63,Intermediate,58,1
L043,Low,Mixed,24,C034,Thermodynamics,3,Simulation,780,593,2,9,1.66,65,Intermediate,67,1
L043,Low,Mixed,24,C013,Atomic Structure,3,Simulation,480,861,2,6,2.39,21,Beginner,30,0
L043,Low,Mixed,24,C015,Equilibrium,5,Quiz,600,707,3,1,1.28,96,Advanced,106,1
L043,Low,Mixed,24,C019,Organic Chemistry,4,Quiz,480,533,1,2,1.31,26,Beginner,26,0
L043,Low,Mixed,24,C017,Organic Chemistry,3,Simulation,300,247,2,14,2.22,79,Advanced,88,1
L043,Low,Mixed,24,C029,Acids & Bases,2,Quiz,840,922,1,13,2.4,55,Intermediate,48,0
L043,Low,Mixed,24,C037,Organic Chemistry,5,Text,1260,1979,2,1,1.67,78,Advanced,71,1
L043,Low,Mixed,24,C001,Atomic Structure,3,Text,360,294,2,4,1.22,66,Intermediate,70,1
L043,Low,Mixed,24,C027,Kinetics,2,Text,840,411,2,1,0.59,67,Intermediate,64,0
L043,Low,Mixed,24,C003,Acids & Bases,1,Quiz,1440,1647,2,11,2.24,28,Beginner,25,0
L044,High,Visual,28,C010,Electrochemistry,3,Simulation,1140,653,3,6,1.17,19,Beginner,24,0
L044,High,Visual,28,C034,Atomic Structure,1,Video,1260,1064,1,8,1.64,46,Intermediate,50,0
L044,High,Visual,28,C040,Atomic Structure,3,Simulation,420,306,3,4,1.13,28,Beginner,20,0
L044,High,Visual,28,C032,Kinetics,1,Video,840,335,2,1,0.5,30,Beginner,25,0
L044,High,Visual,28,C030,Electrochemistry,2,Text,1260,1685,3,14,2.74,55,Intermediate,63,0
L044,High,Visual,28,C013,Kinetics,3,Text,960,614,2,3,0.94,0,Beginner,-9,0
L044,High,Visual,28,C035,Electrochemistry,5,Text,600,705,3,13,2.48,53,Intermediate,56,0
L044,High,Visual,28,C026,Thermodynamics,2,Text,1200,1051,1,4,1.28,73,Advanced,73,1
L044,High,Visual,28,C008,Acids & Bases,1,Text,660,533,3,2,1.01,45,Intermediate,43,0
L044,High,Visual,28,C014,Kinetics,4,Text,1080,791,2,7,1.43,95,Advanced,87,1
L044,High,Visual,28,C028,Atomic Structure,2,Text,840,780,2,6,1.53,31,Beginner,33,0
L044,High,Visual,28,C050,Thermodynamics,4,Quiz,300,177,2,5,1.09,57,Intermediate,62,0
L044,High,Visual,28,C010,Organic Chemistry,3,Video,1320,1073,3,10,1.81,76,Advanced,80,1
L044,High,Visual,28,C039,Thermodynamics,4,Video,300,250,3,4,1.23,54,Intermediate,60,0
L044,High,Visual,28,C044,Thermodynamics,5,Simulation,360,316,3,6,1.48,79,Advanced,76,1
L044,High,Visual,28,C012,Organic Chemistry,5,Text,420,453,3,3,1.38,86,Advanced,95,1
L044,High,Visual,28,C023,Organic Chemistry,1,Video,780,1169,2,2,1.7,42,Intermediate,46,0
L044,High,Visual,28,C032,Kinetics,1,Text,300,318,1,14,2.46,51,Intermediate,56,0
L044,High,Visual,28,C043,Electrochemistry,2,Simulation,660,766,1,14,2.56,59,Intermediate,53,0
L044,High,Visual,28,C004,Organic Chemistry,1,Text,840,1072,3,10,2.28,50,Intermediate,49,0
L045,Medium,Textual,75,C046,Kinetics,1,Text,1140,1414,2,11,2.34,57,Intermediate,66,0
L045,Medium,Textual,75,C050,Atomic Structure,4,Text,1320,1707,3,13,2.59,14,Beginner,24,0
L045,Medium,Textual,75,C024,Atomic Structure,3,Video,840,628,1,6,1.35,40,Intermediate,38,0
L045,Medium,Textual,75,C031,Thermodynamics,1,Simulation,1260,1771,1,9,2.31,1,Beginner,3,0
L045,Medium,Textual,75,C026,Electrochemistry,4,Quiz,1260,1325,2,8,1.85,57,Intermediate,57,0
L045,Medium,Textual,75,C045,Thermodynamics,5,Simulation,1320,941,3,13,2.01,23,Beginner,24,0
L045,Medium,Textual,75,C036,Organic Chemistry,5,Quiz,1260,1082,1,13,2.16,81,Advanced,75,1
L045,Medium,Textual,75,C026,Electrochemistry,1,Simulation,1080,940,1,13,2.17,94,Advanced,101,1
L045,Medium,Textual,75,C048,Acids & Bases,2,Simulation,1440,2162,1,13,2.8,78,Advanced,74,1
L045,Medium,Textual,75,C047,Acids & Bases,4,Text,540,825,3,3,1.83,89,Advanced,80,1
L045,Medium,Textual,75,C037,Thermodynamics,2,Quiz,1080,1059,1,3,1.28,65,Intermediate,75,1
L045,Medium,Textual,75,C046,Kinetics,2,Simulation,1380,1602,1,12,2.36,32,Beginner,31,0
L045,Medium,Textual,75,C039,Electrochemistry,1,Simulation,420,565,3,8,2.15,51,Intermediate,58,0
L045,Medium,Textual,75,C012,Thermodynamics,5,Text,660,616,2,14,2.33,99,Advanced,94,1
L045,Medium,Textual,75,C041,Kinetics,5,Video,300,288,2,8,1.76,28,Beginner,32,0
L045,Medium,Textual,75,C039,Organic Chemistry,4,Video,600,497,3,9,1.73,77,Advanced,77,1
L045,Medium,Textual,75,C015,Kinetics,2,Quiz,1080,1407,1,4,1.7,62,Intermediate,70,1
L045,Medium,Textual,75,C007,Organic Chemistry,4,Simulation,480,358,1,10,1.75,74,Advanced,83,1
L045,Medium,Textual,75,C047,Acids & Bases,4,Simulation,1260,1282,1,14,2.42,87,Advanced,96,1
L045,Medium,Textual,75,C029,Organic Chemistry,4,Simulation,1200,1541,2,10,2.28,72,Advanced,68,1
L046,High,Textual,32,C015,Atomic Structure,1,Video,1200,775,3,14,2.05,2,Beginner,1,0
L046,High,Textual,32,C033,Acids & Bases,2,Simulation,480,504,2,3,1.35,33,Beginner,32,0
L046,High,Textual,32,C017,Acids & Bases,5,Quiz,1080,966,3,6,1.49,93,Advanced,85,1
L046,High,Textual,32,C022,Atomic Structure,3,Text,600,460,3,5,1.27,100,Advanced,95,1
L046,High,Textual,32,C002,Thermodynamics,3,Video,540,494,2,5,1.41,22,Beginner,28,0
L046,High,Textual,32,C034,Electrochemistry,1,Text,1140,702,3,13,1.92,69,Intermediate,63,1
L046,High,Textual,32,C046,Atomic Structure,2,Simulation,720,856,2,8,1.99,34,Beginner,31,0
L046,High,Textual,32,C009,Acids & Bases,2,Quiz,960,419,2,12,1.64,33,Beginner,35,0
L046,High,Textual,32,C027,Atomic Structure,2,Simulation,1260,1121,3,1,0.99,11,Beginner,15,0
L046,High,Textual,32,C048,Atomic Structure,4,Text,840,662,1,2,0.99,84,Advanced,91,0
L046,High,Textual,32,C007,Electrochemistry,2,Video,540,404,1,3,1.05,10,Beginner,9,0
L046,High,Textual,32,C042,Acids & Bases,1,Text,360,423,2,11,2.28,52,Intermediate,59,0
L046,High,Textual,32,C009,Thermodynamics,2,Simulation,1440,1801,2,12,2.45,13,Beginner,8,0
L046,High,Textual,32,C050,Atomic Structure,2,Text,960,747,2,14,2.18,38,Beginner,29,0
L046,High,Textual,32,C010,Kinetics,1,Simulation,300,368,1,12,2.43,85,Advanced,84,1
L046,High,Textual,32,C036,Equilibrium,2,Simulation,600,692,1,3,1.45,37,Beginner,29,0
L046,High,Textual,32,C029,Organic Chemistry,2,Text,720,498,1,14,2.09,38,Beginner,48,0
L046,High,Textual,32,C028,Electrochemistry,3,Text,1320,1113,1,4,1.24,95,Advanced,94,1
L046,High,Textual,32,C029,Equilibrium,2,Video,840,1236,2,10,2.47,24,Beginner,24,0
L046,High,Textual,32,C034,Equilibrium,2,Simulation,1440,1452,2,7,1.71,92,Advanced,96,1
L047,Low,Visual,59,C001,Thermodynamics,1,Quiz,360,303,2,4,1.24,34,Beginner,26,0
L047,Low,Visual,59,C026,Electrochemistry,2,Simulation,1320,694,2,14,1.93,87,Advanced,90,1
L047,Low,Visual,59,C038,Atomic Structure,5,Quiz,960,815,1,11,1.95,65,Intermediate,72,1
L047,Low,Visual,59,C017,Kinetics,1,Quiz,1140,657,1,8,1.38,88,Advanced,95,1
L047,Low,Visual,59,C031,Thermodynamics,2,Video,1380,907,2,7,1.36,53,Intermediate,48,0
L047,Low,Visual,59,C015,Equilibrium,1,Video,960,1250,2,5,1.8,7,Beginner,0,0
L047,Low,Visual,59,C030,Acids & Bases,1,Quiz,1200,1533,1,3,1.58,28,Beginner,36,0
L047,Low,Visual,59,C002,Kinetics,2,Video,720,1196,3,10,2.66,75,Advanced,84,1
L047,Low,Visual,59,C034,Organic Chemistry,3,Text,960,929,2,12,2.17,1,Beginner,7,0
L047,Low,Visual,59,C038,Electrochemistry,2,Text,960,1073,3,8,1.92,59,Intermediate,61,0
L047,Low,Visual,59,C033,Organic Chemistry,5,Simulation,1020,1249,1,9,2.12,52,Intermediate,49,0
L047,Low,Visual,59,C032,Thermodynamics,2,Video,1140,1235,2,8,1.88,6,Beginner,9,0
L047,Low,Visual,59,C036,Electrochemistry,4,Text,420,304,1,6,1.32,64,Intermediate,71,1
L047,Low,Visual,59,C036,Organic Chemistry,3,Video,960,794,2,13,2.13,36,Beginner,31,0
L047,Low,Visual,59,C022,Equilibrium,5,Text,1020,1377,1,7,2.05,15,Beginner,22,0
L047,Low,Visual,59,C001,Atomic Structure,5,Quiz,840,791,1,12,2.14,11,Beginner,17,0
L047,Low,Visual,59,C004,Kinetics,1,Video,780,981,2,12,2.46,55,Intermediate,63,0
L047,Low,Visual,59,C043,Atomic Structure,5,Text,360,368,2,2,1.22,76,Advanced,80,1
L047,Low,Visual,59,C046,Acids & Bases,2,Simulation,1020,683,2,6,1.27,67,Intermediate,77,1
L047,Low,Visual,59,C022,Equilibrium,1,Text,720,1026,1,3,1.73,73,Advanced,73,1
L048,High,Visual,76,C023,Kinetics,5,Video,1380,1073,2,4,1.18,94,Advanced,87,1
L048,High,Visual,76,C001,Thermodynamics,4,Simulation,960,774,2,4,1.21,100,Advanced,108,1
L048,High,Visual,76,C017,Atomic Structure,1,Video,1320,1436,1,7,1.79,97,Advanced,99,1
L048,High,Visual,76,C023,Equilibrium,4,Simulation,780,1169,3,13,2.8,49,Intermediate,45,0
L048,High,Visual,76,C010,Organic Chemistry,4,Video,840,617,2,1,0.83,90,Advanced,98,0
L048,High,Visual,76,C016,Electrochemistry,2,Text,660,378,2,1,0.67,61,Intermediate,66,0
L048,High,Visual,76,C035,Organic Chemistry,4,Video,1260,1500,3,2,1.39,48,Intermediate,51,0
L048,High,Visual,76,C014,Atomic Structure,3,Quiz,900,461,2,7,1.21,87,Advanced,81,1
L048,High,Visual,76,C038,Kinetics,4,Text,1200,1842,3,4,1.94,79,Advanced,78,1
L048,High,Visual,76,C028,Kinetics,4,Simulation,420,457,2,1,1.19,85,Advanced,78,1
L048,High,Visual,76,C003,Kinetics,1,Text,1320,1016,3,5,1.27,55,Intermediate,62,0
L048,High,Visual,76,C026,Atomic Structure,4,Simulation,1440,1425,3,7,1.69,27,Beginner,22,0
L048,High,Visual,76,C025,Atomic Structure,5,Video,1140,1565,3,14,2.77,44,Intermediate,37,0
L048,High,Visual,76,C016,Thermodynamics,4,Quiz,480,481,3,13,2.3,43,Intermediate,47,0
L048,High,Visual,76,C042,Acids & Bases,1,Simulation,960,903,2,5,1.44,54,Intermediate,55,0
L048,High,Visual,76,C039,Atomic Structure,2,Simulation,780,622,1,7,1.5,68,Intermediate,69,1
L048,High,Visual,76,C042,Kinetics,2,Quiz,600,840,1,8,2.2,64,Intermediate,58,1
L048,High,Visual,76,C038,Acids & Bases,5,Text,1260,895,1,1,0.81,68,Intermediate,59,0
L048,High,Visual,76,C025,Thermodynamics,5,Quiz,720,630,2,1,0.97,12,Beginner,9,0
L048,High,Visual,76,C020,Kinetics,1,Text,900,882,1,4,1.38,9,Beginner,14,0
L049,High,Textual,76,C016,Electrochemistry,1,Text,660,877,3,8,2.13,86,Advanced,77,1
L049,High,Textual,76,C017,Equilibrium,4,Video,600,318,2,9,1.43,27,Beginner,33,0
L049,High,Textual,76,C029,Organic Chemistry,5,Simulation,1320,1448,3,1,1.2,64,Intermediate,62,1
L049,High,Textual,76,C023,Organic Chemistry,3,Video,840,808,1,3,1.26,39,Beginner,47,0
L049,High,Textual,76,C017,Equilibrium,1,Video,1020,498,1,2,0.69,84,Advanced,79,0
L049,High,Textual,76,C044,Organic Chemistry,3,Quiz,1020,1042,1,7,1.72,72,Advanced,66,1
L049,High,Textual,76,C024,Electrochemistry,5,Text,360,379,2,10,2.05,41,Intermediate,32,0
L049,High,Textual,76,C007,Kinetics,1,Video,1260,1424,3,2,1.33,62,Intermediate,69,1
L049,High,Textual,76,C009,Atomic Structure,3,Video,1260,1418,2,11,2.23,70,Advanced,64,1
L049,High,Textual,76,C048,Acids & Bases,4,Quiz,720,649,1,4,1.3,24,Beginner,30,0
L049,High,Textual,76,C017,Equilibrium,4,Text,480,282,3,8,1.39,13,Beginner,19,0
L049,High,Textual,76,C043,Thermodynamics,2,Simulation,840,971,1,3,1.46,11,Beginner,4,0
L049,High,Textual,76,C019,Acids & Bases,1,Video,900,792,3,12,2.08,8,Beginner,4,0
L049,High,Textual,76,C034,Acids & Bases,4,Simulation,420,277,2,11,1.76,82,Advanced,80,1
L049,High,Textual,76,C003,Equilibrium,4,Simulation,1440,1111,1,10,1.77,46,Intermediate,50,0
L049,High,Textual,76,C017,Atomic Structure,4,Simulation,1320,1034,2,11,1.88,91,Advanced,84,1
L049,High,Textual,76,C045,Equilibrium,3,Video,660,588,2,14,2.29,33,Beginner,37,0
L049,High,Textual,76,C032,Acids & Bases,4,Text,1320,1527,2,11,2.26,8,Beginner,10,0
L049,High,Textual,76,C015,Electrochemistry,3,Simulation,420,521,2,4,1.64,38,Beginner,29,0
L049,High,Textual,76,C008,Electrochemistry,1,Text,960,1794,2,11,2.97,77,Advanced,72,1
L050,Medium,Textual,39,C005,Kinetics,5,Simulation,600,674,3,12,2.32,4,Beginner,3,0
L050,Medium,Textual,39,C006,Acids & Bases,2,Video,840,688,2,12,2.02,11,Beginner,15,0
L050,Medium,Textual,39,C033,Electrochemistry,2,Text,360,586,2,1,1.73,67,Intermediate,71,1
L050,Medium,Textual,39,C043,Atomic Structure,1,Text,1380,754,3,7,1.25,33,Beginner,38,0
L050,Medium,Textual,39,C025,Equilibrium,2,Simulation,600,889,2,2,1.68,100,Advanced,93,1
L050,Medium,Textual,39,C024,Acids & Bases,3,Quiz,420,306,2,6,1.33,73,Advanced,65,1
L050,Medium,Textual,39,C043,Electrochemistry,3,Text,960,522,1,8,1.34,65,Intermediate,72,1
L050,Medium,Textual,39,C035,Atomic Structure,2,Video,660,642,1,4,1.37,5,Beginner,-3,0
L050,Medium,Textual,39,C019,Atomic Structure,5,Quiz,840,841,1,8,1.8,3,Beginner,11,0
L050,Medium,Textual,39,C033,Organic Chemistry,3,Text,480,445,1,5,1.43,39,Beginner,34,0
L050,Medium,Textual,39,C021,Thermodynamics,3,Simulation,960,713,2,14,2.14,12,Beginner,17,0
L050,Medium,Textual,39,C029,Kinetics,1,Simulation,480,459,1,3,1.26,80,Advanced,82,1
L050,Medium,Textual,39,C048,Equilibrium,2,Video,1020,493,3,11,1.58,89,Advanced,85,1
L050,Medium,Textual,39,C010,Kinetics,3,Text,420,304,3,12,1.92,57,Intermediate,56,0
L050,Medium,Textual,39,C004,Atomic Structure,5,Video,1440,1509,1,8,1.85,73,Advanced,83,1
L050,Medium,Textual,39,C020,Equilibrium,1,Video,720,520,2,13,2.02,34,Beginner,42,0
L050,Medium,Textual,39,C027,Acids & Bases,5,Quiz,900,682,2,10,1.76,33,Beginner,41,0
L050,Medium,Textual,39,C024,Kinetics,3,Text,1020,1187,3,13,2.46,65,Intermediate,70,1
L050,Medium,Textual,39,C035,Thermodynamics,1,Text,1440,941,1,12,1.85,70,Advanced,74,1
L050,Medium,Textual,39,C019,Organic Chemistry,1,Text,1020,761,3,6,1.35,22,Beginner,19,0
L051,High,Textual,25,C016,Kinetics,2,Quiz,1440,1572,1,8,1.89,36,Beginner,30,0
L051,High,Textual,25,C039,Kinetics,4,Video,300,225,2,2,0.95,4,Beginner,8,0
L051,High,Textual,25,C014,Atomic Structure,2,Text,600,258,3,10,1.43,47,Intermediate,46,0
L051,High,Textual,25,C016,Thermodynamics,2,Video,300,299,2,6,1.6,34,Beginner,43,0
L051,High,Textual,25,C050,Kinetics,4,Simulation,360,103,3,5,0.79,91,Advanced,95,0
L051,High,Textual,25,C024,Thermodynamics,5,Text,1440,2322,1,11,2.71,93,Advanced,91,1
L051,High,Textual,25,C022,Electrochemistry,3,Simulation,660,579,2,5,1.38,86,Advanced,95,1
L051,High,Textual,25,C025,Organic Chemistry,5,Simulation,1140,929,2,3,1.11,8,Beginner,0,0
L051,High,Textual,25,C040,Kinetics,4,Simulation,420,479,3,1,1.24,57,Intermediate,57,0
L051,High,Textual,25,C019,Electrochemistry,3,Quiz,300,418,1,7,2.09,94,Advanced,99,1
L051,High,Textual,25,C037,Electrochemistry,2,Text,480,550,1,3,1.45,34,Beginner,38,0
L051,High,Textual,25,C015,Equilibrium,1,Video,900,1189,2,4,1.72,66,Intermediate,58,1
L051,High,Textual,25,C049,Kinetics,2,Video,1320,1375,2,5,1.54,8,Beginner,17,0
L051,High,Textual,25,C015,Electrochemistry,2,Quiz,600,480,1,10,1.8,75,Advanced,82,1
L051,High,Textual,25,C017,Kinetics,5,Video,1260,1501,3,10,2.19,4,Beginner,1,0
L051,High,Textual,25,C028,Kinetics,2,Simulation,1020,943,2,6,1.52,25,Beginner,28,0
L051,High,Textual,25,C007,Acids & Bases,5,Simulation,1140,1029,1,3,1.2,51,Intermediate,47,0
L051,High,Textual,25,C004,Electrochemistry,5,Text,1200,1239,3,11,2.13,20,Beginner,29,0
L051,High,Textual,25,C012,Equilibrium,3,Text,600,1099,2,14,3.23,88,Advanced,88,1
L051,High,Textual,25,C026,Thermodynamics,1,Quiz,660,667,2,5,1.51,71,Advanced,63,1
L052,Medium,Textual,73,C015,Thermodynamics,5,Text,1440,2504,2,9,2.64,92,Advanced,87,1
L052,Medium,Textual,73,C008,Thermodynamics,1,Video,1140,1251,2,10,2.1,9,Beginner,4,0
L052,Medium,Textual,73,C046,Equilibrium,4,Simulation,1440,1268,3,7,1.58,40,Intermediate,43,0
L052,Medium,Textual,73,C029,Kinetics,5,Simulation,1200,751,2,12,1.83,47,Intermediate,52,0
L052,Medium,Textual,73,C005,Thermodynamics,5,Simulation,300,139,3,8,1.26,76,Advanced,68,1
L052,Medium,Textual,73,C019,Equilibrium,1,Simulation,900,992,3,13,2.4,4,Beginner,5,0
L052,Medium,Textual,73,C008,Equilibrium,2,Text,480,621,2,9,2.19,72,Advanced,82,1
L052,Medium,Textual,73,C029,Organic Chemistry,2,Quiz,840,563,1,6,1.27,66,Intermediate,71,1
L052,Medium,Textual,73,C019,Acids & Bases,5,Quiz,600,792,2,5,1.82,19,Beginner,23,0
L052,Medium,Textual,73,C029,Kinetics,4,Quiz,300,349,1,1,1.26,0,Beginner,-9,0
L052,Medium,Textual,73,C027,Kinetics,5,Simulation,780,901,3,8,1.96,85,Advanced,84,1
L052,Medium,Textual,73,C016,Atomic Structure,5,Quiz,1020,769,1,8,1.55,73,Advanced,81,1
L052,Medium,Textual,73,C004,Atomic Structure,4,Simulation,480,301,3,9,1.53,97,Advanced,97,1
L052,Medium,Textual,73,C002,Thermodynamics,1,Video,1140,1371,2,3,1.5,67,Intermediate,67,1
L052,Medium,Textual,73,C049,Organic Chemistry,5,Video,420,210,1,10,1.5,32,Beginner,38,0
L052,Medium,Textual,73,C002,Electrochemistry,2,Video,780,711,3,7,1.61,31,Beginner,38,0
L052,Medium,Textual,73,C005,Acids & Bases,4,Simulation,1320,930,1,1,0.8,59,Intermediate,67,0
